observation_id,comparison,comparison_family,rat_left,rat_right,rat_pair,model_run,procrustes_disparity,aligned_rmse,aligned_sse_over_target_ss
424,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,4,0.26992621576327697,0.5195442385045542,0.269926215763277
425,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,5,0.24769987710671978,0.4976945620626367,0.24769987710671967
426,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,6,0.15290788259928442,0.3910343752143594,0.15290788259928442
427,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,7,0.2359725345737885,0.48577004289456616,0.23597253457378867
428,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,8,0.11731938110929477,0.3425191689661977,0.11731938110929471
429,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,9,0.19425470172096312,0.4407433513065888,0.19425470172096318
430,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,10,0.18900380612390216,0.4347456798220105,0.1890038061239021
431,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,11,0.2862267395873922,0.5350016257801392,0.2862267395873922
432,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,12,0.14155761599337724,0.3762414331162602,0.14155761599337727
433,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,13,0.4584631326724138,0.6770990567652666,0.45846313267241384
434,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,14,0.11562844319001048,0.34004182564797886,0.11562844319001044
435,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,15,0.3174561937330349,0.563432510362186,0.31745619373303485
436,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,16,0.1310405074512632,0.3619951760055143,0.13104050745126322
437,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,17,0.18495643312519103,0.4300656149068315,0.1849564331251911
438,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,18,0.2996986093801542,0.5474473576337311,0.2996986093801542
439,A_vs_B,A_vs_B,rat0307,rat0314,rat0307__rat0314,19,0.1393768044882429,0.37333202981828784,0.139376804488243
440,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,0,0.6498085107049749,0.806107009462748,0.6498085107049749
441,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,1,0.30775096107156635,0.5547530631475289,0.30775096107156624
442,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,2,0.12005022582088731,0.3464826486577463,0.12005022582088729
443,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,3,0.14698248691893886,0.3833829507410821,0.14698248691893895
444,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,4,0.5140831188701844,0.7169958987819837,0.5140831188701845
445,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,5,0.4604961889143378,0.6785986950432028,0.46049618891433775
446,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,6,0.4195687647586801,0.6477412791838112,0.4195687647586801
447,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,7,0.16720902035237376,0.40891199585286553,0.16720902035237392
448,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,8,0.24244444250183364,0.4923864767657957,0.24244444250183353
449,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,9,0.24232968682138428,0.4922699328837628,0.24232968682138434
450,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,10,0.16775406320307645,0.4095779085877023,0.16775406320307626
451,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,11,0.5539100706714735,0.7442513491230456,0.5539100706714734
452,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,12,0.3329163396920356,0.5769890290915727,0.3329163396920356
453,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,13,0.2748519599724046,0.524263254455626,0.27485195997240447
454,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,14,0.11166490779553212,0.33416299585012726,0.11166490779553216
455,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,15,0.5042093071571541,0.7100769726988434,0.504209307157154
456,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,16,0.3819165789341479,0.6179939958722478,0.3819165789341478
457,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,17,0.6317480542937276,0.7948258012254807,0.6317480542937275
458,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,18,0.3262493873138549,0.5711824466086601,0.3262493873138549
459,B_vs_A,A_vs_B,rat0307,rat0314,rat0307__rat0314,19,0.7384875536059539,0.8593529854524006,0.7384875536059539
460,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,0,0.761011447249795,0.8723597006108174,0.761011447249795
461,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,1,0.388426992594173,0.6232391134983208,0.3884269925941729
462,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,2,0.11050837105223003,0.33242799378546617,0.11050837105222995
463,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,3,0.22497796864390968,0.4743184253683486,0.22497796864390968
464,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,4,0.664816489439765,0.8153627962077772,0.6648164894397651
465,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,5,0.6354916948468285,0.7971773296116924,0.6354916948468288
466,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,6,0.32586155103965614,0.5708428426805892,0.3258615510396559
467,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,7,0.22287272216245196,0.4720939759861928,0.22287272216245202
468,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,8,0.2846601841126289,0.5335355509360448,0.28466018411262883
469,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,9,0.42418200379866244,0.6512925639055481,0.42418200379866244
470,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,10,0.19865835820121078,0.4457110703148517,0.19865835820121067
471,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,11,0.5247073178738676,0.724366839297512,0.5247073178738675
472,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,12,0.3846706190662455,0.6202182027853145,0.38467061906624544
473,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,13,0.5475283160464031,0.7399515633110069,0.547528316046403
474,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,14,0.09557753992337585,0.3091561740017104,0.09557753992337585
475,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,15,0.5200025370985437,0.7211120142519771,0.5200025370985437
476,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,16,0.3363607359571193,0.5799661506994346,0.3363607359571193
477,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,17,0.708170978601815,0.8415289529195148,0.7081709786018149
478,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,18,0.28116425831347985,0.5302492416906222,0.2811642583134798
479,B_vs_B,B_vs_B,rat0307,rat0314,rat0307__rat0314,19,0.6325176419592707,0.7953097773567673,0.6325176419592707
480,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,0,0.25546607812995714,0.5054365223546446,0.2554660781299572
481,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,1,0.11177814272183846,0.3343323835972795,0.11177814272183847
482,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,2,0.18789292225521562,0.4334661719848684,0.18789292225521553
483,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,3,0.059302965666025644,0.24352200242693817,0.05930296566602568
484,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,4,0.19993731120436137,0.4471435018026779,0.19993731120436142
485,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,5,0.162933221454792,0.4036498748355958,0.16293322145479214
486,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,6,0.09359754661134019,0.30593716121344305,0.09359754661134025
487,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,7,0.15782032838471116,0.3972660674972268,0.1578203283847112
488,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,8,0.04423406695644266,0.21031896480451467,0.044234066956442684
489,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,9,0.10361742381798311,0.3218966042349362,0.10361742381798314
490,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,10,0.02914504118734358,0.17071918810533163,0.029145041187343606
491,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,11,0.2472136375629725,0.4972058301779781,0.24721363756297243
492,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,12,0.09817786973343459,0.31333348007104916,0.09817786973343456
493,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,13,0.1802916669275947,0.42460766235148756,0.1802916669275949
494,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,14,0.08321035198876418,0.28846204601084724,0.08321035198876414
495,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,15,0.20035716868599682,0.44761274410588087,0.20035716868599682
496,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,16,0.0834002008111459,0.28879092923972866,0.08340020081114595
497,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,17,0.027267479946228492,0.16512867693477273,0.027267479946228548
498,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,18,0.14568953983647306,0.38169299159988923,0.14568953983647304
499,A_vs_A,A_vs_A,rat0307,rat0816,rat0307__rat0816,19,0.026162875997893225,0.16174942348550492,0.026162875997893218
500,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,0,0.2667862122924522,0.5165135160791556,0.26678621229245214
501,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,1,0.13126591714254512,0.36230638573249735,0.1312659171425452
502,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,2,0.07409180392853869,0.27219809684958995,0.07409180392853874
503,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,3,0.12911261072062363,0.3593224328101763,0.12911261072062366
504,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,4,0.1812439290367436,0.42572752910370226,0.18124392903674363
505,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,5,0.09774691459847869,0.31264502970378183,0.09774691459847862
506,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,6,0.09627562971916832,0.3102831444329009,0.09627562971916842
507,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,7,0.2202322608221268,0.4692891015377693,0.22023226082212677
508,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,8,0.0815303318176356,0.28553516739210166,0.08153033181763554
509,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,9,0.11381397237895184,0.33736326471468675,0.1138139723789518
510,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,10,0.16276006320440528,0.4034353271645967,0.16276006320440514
511,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,11,0.029107865394873585,0.17061027341538856,0.02910786539487365
512,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,12,0.3147078043816219,0.5609882390760275,0.31470780438162216
513,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,13,0.38426497120091735,0.6198910962426524,0.3842649712009174
514,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,14,0.12578889887236644,0.35466730730695545,0.12578889887236638
515,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,15,0.28660636701640424,0.5353562991283508,0.28660636701640424
516,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,16,0.14565127801141778,0.3816428671040741,0.14565127801141795
517,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,17,0.27586814185735004,0.5252315126278603,0.27586814185735015
518,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,18,0.13640450542669422,0.3693298057653811,0.1364045054266941
519,A_vs_B,A_vs_B,rat0307,rat0816,rat0307__rat0816,19,0.05598356683991412,0.2366084673884561,0.0559835668399141
520,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,0,0.6395995798667939,0.7997496982598956,0.6395995798667942
521,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,1,0.23471693768227617,0.4844759412832346,0.23471693768227622
522,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,2,0.09486616763723324,0.30800351887151106,0.09486616763723328
523,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,3,0.059353907005473015,0.2436265728640311,0.05935390700547304
524,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,4,0.5242695056262373,0.7240645728291347,0.5242695056262373
525,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,5,0.489171418555878,0.6994079057001559,0.4891714185558781
526,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,6,0.3847962765416079,0.6203194955356536,0.3847962765416077
527,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,7,0.0435766493638493,0.20875020805702038,0.04357664936384931
528,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,8,0.22282547181236523,0.4720439299603007,0.2228254718123653
529,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,9,0.129041756251948,0.3592238247276313,0.129041756251948
530,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,10,0.1051000583714414,0.32419139157516397,0.10510005837144128
531,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,11,0.32221818699201726,0.5676426578332686,0.32221818699201726
532,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,12,0.40590018314338183,0.6371029611792602,0.40590018314338183
533,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,13,0.16723871475657523,0.4089483032812035,0.16723871475657523
534,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,14,0.14852515471151906,0.3853896141718392,0.1485251547115191
535,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,15,0.5028458122469525,0.7091162191396785,0.5028458122469524
536,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,16,0.34182888210320866,0.5846613396687083,0.34182888210320866
537,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,17,0.6315338849881622,0.7946910626074526,0.6315338849881622
538,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,18,0.3616302558950512,0.6013570120112104,0.361630255895051
539,B_vs_A,A_vs_B,rat0307,rat0816,rat0307__rat0816,19,0.5782120735532824,0.760402573347357,0.5782120735532826
540,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,0,0.6662530691450667,0.8162432659110068,0.6662530691450667
541,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,1,0.241180905816757,0.49110172654630024,0.24118090581675705
542,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,2,0.08684641680119838,0.29469716116922196,0.08684641680119837
543,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,3,0.2607513433615769,0.5106381726443656,0.26075134336157685
544,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,4,0.43518366696723954,0.6596845207879595,0.4351836669672397
545,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,5,0.6494501223266785,0.8058846830202686,0.6494501223266788
546,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,6,0.527412771324,0.7262318991369078,0.5274127713239999
547,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,7,0.07594848103360052,0.27558751973483936,0.07594848103360048
548,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,8,0.17690796125695404,0.4206042810730223,0.17690796125695396
549,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,9,0.1466722767249822,0.38297816742600643,0.1466722767249822
550,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,10,0.09288159269020624,0.30476481537442324,0.09288159269020627
551,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,11,0.5544699921188841,0.7446274183233412,0.5544699921188843
552,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,12,0.21142472388206654,0.45980944301097876,0.21142472388206648
553,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,13,0.43184483249359323,0.6571490184833219,0.43184483249359334
554,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,14,0.19970052281517225,0.4468786443937239,0.1997005228151723
555,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,15,0.5428178555111904,0.7367617359168365,0.5428178555111902
556,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,16,0.38567334055909974,0.6210260385516052,0.38567334055909985
557,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,17,0.7978617996359021,0.8932311009116857,0.797861799635902
558,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,18,0.3239818922171376,0.5691940725421668,0.32398189221713736
559,B_vs_B,B_vs_B,rat0307,rat0816,rat0307__rat0816,19,0.5478745972291482,0.7401855154143103,0.5478745972291482
560,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,0,0.09859426335029073,0.31399723462204365,0.09859426335029074
561,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,1,0.15978003227040005,0.3997249457694629,0.15978003227040005
562,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,2,0.12003357430500788,0.3464586184597056,0.12003357430500786
563,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,3,0.20534830214333127,0.4531537290405226,0.20534830214333133
564,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,4,0.22608392884087025,0.4754828375881408,0.22608392884087028
565,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,5,0.2804100383520352,0.5295375702932091,0.2804100383520354
566,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,6,0.1848405733953696,0.4299308937438315,0.1848405733953697
567,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,7,0.16096487788907612,0.40120428448494433,0.16096487788907612
568,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,8,0.13585079893137897,0.36857943367933443,0.1358507989313789
569,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,9,0.11579885022893588,0.34029230116024634,0.11579885022893578
570,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,10,0.08766479622129793,0.29608241457624246,0.08766479622129793
571,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,11,0.11675841942096767,0.34169931141424276,0.11675841942096767
572,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,12,0.16586666412387935,0.4072673128596001,0.16586666412387938
573,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,13,0.13734928097614246,0.3706066391420188,0.13734928097614255
574,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,14,0.03832225501214077,0.19576070855036448,0.038322255012140746
575,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,15,0.06226276316403308,0.24952507522097472,0.0622627631640331
576,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,16,0.09974143115873509,0.3158186681605999,0.0997414311587351
577,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,17,0.19170126781235358,0.43783703339525026,0.1917012678123535
578,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,18,0.2193271850508889,0.4683238036347167,0.21932718505088872
579,A_vs_A,A_vs_A,rat0313,rat0314,rat0313__rat0314,19,0.062047037558287804,0.2490924277417677,0.062047037558287776
580,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,0,0.14792120654099047,0.3846052606777377,0.14792120654099059
581,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,1,0.18461597614993042,0.42966961278397425,0.1846159761499304
582,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,2,0.2185863106158278,0.46753214928583015,0.21858631061582776
583,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,3,0.2181034156026293,0.46701543400901563,0.21810341560262922
584,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,4,0.30203248241495395,0.5495748196696734,0.302032482414954
585,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,5,0.25595283734220664,0.5059178167866858,0.2559528373422066
586,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,6,0.30478339965078266,0.5520719152889255,0.3047833996507825
587,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,7,0.13303919164029646,0.36474537918978006,0.13303919164029643
588,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,8,0.08276692549711355,0.28769241473683915,0.08276692549711345
589,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,9,0.17596120895261888,0.41947730445474496,0.17596120895261877
590,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,10,0.2558294355895928,0.5057958437844194,0.25582943558959287
591,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,11,0.17535782695944063,0.41875747988476647,0.1753578269594406
592,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,12,0.2380146894519322,0.48786749169414045,0.23801468945193222
593,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,13,0.27486572423937705,0.5242763815387614,0.27486572423937694
594,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,14,0.07598714569280844,0.2756576603194775,0.07598714569280846
595,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,15,0.10420930968434278,0.32281466770322387,0.10420930968434283
596,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,16,0.08854001527783649,0.2975567429547457,0.08854001527783659
597,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,17,0.20577015834560497,0.4536189572158609,0.20577015834560497
598,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,18,0.08089300497975603,0.28441695620999113,0.08089300497975602
599,A_vs_B,A_vs_B,rat0313,rat0314,rat0313__rat0314,19,0.07155933574547918,0.26750576768637935,0.07155933574547918
600,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,0,0.24165015907282297,0.49157925004298436,0.24165015907282295
601,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,1,0.09645049567757988,0.3105648010924288,0.09645049567757985
602,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,2,0.0612279136148866,0.24744274815578376,0.061227913614886637
603,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,3,0.0729704613394508,0.2701304524474255,0.0729704613394508
604,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,4,0.3020423058636076,0.5495837569139099,0.30204230586360764
605,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,5,0.10734746767078067,0.3276392340223934,0.10734746767078067
606,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,6,0.04464532436042023,0.2112944021038423,0.04464532436042019
607,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,7,0.19776784915786302,0.4447109726078984,0.1977678491578629
608,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,8,0.12538396486805642,0.3540959825641299,0.12538396486805656
609,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,9,0.08586373012535203,0.29302513565452365,0.08586373012535199
610,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,10,0.022595704635742214,0.15031867693584247,0.02259570463574218
611,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,11,0.149978949758115,0.38727115792182987,0.1499789497581149
612,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,12,0.046045238804746,0.2145815434857948,0.04604523880474604
613,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,13,0.1528554802376938,0.39096736467088106,0.15285548023769369
614,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,14,0.10794880845615684,0.32855563981791097,0.10794880845615681
615,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,15,0.17440472054610232,0.4176179121470995,0.1744047205461025
616,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,16,0.1083515593188172,0.3291679803972693,0.10835155931881707
617,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,17,0.06809061034374783,0.2609417757733472,0.06809061034374782
618,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,18,0.09282780185976607,0.3046765528552633,0.09282780185976604
619,B_vs_A,A_vs_B,rat0313,rat0314,rat0313__rat0314,19,0.2056518773759293,0.4534885636660854,0.20565187737592924
620,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,0,0.2699856851973588,0.5196014676628222,0.2699856851973589
621,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,1,0.15984648758786202,0.39980806343527164,0.1598464875878622
622,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,2,0.05199039446274823,0.22801402251341527,0.051990394462748245
623,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,3,0.10154332688665985,0.31865863692462476,0.10154332688665985
624,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,4,0.41030724271147667,0.6405522950637805,0.41030724271147656
625,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,5,0.17800118318178854,0.42190186439714694,0.17800118318178856
626,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,6,0.09551548869702732,0.30905580191452053,0.09551548869702733
627,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,7,0.10038078066770992,0.3168292610661299,0.1003807806677099
628,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,8,0.03813759704105403,0.19528849695016354,0.03813759704105404
629,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,9,0.13001825006154144,0.3605804349400302,0.13001825006154138
630,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,10,0.08558711496188715,0.29255275586103635,0.08558711496188712
631,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,11,0.23565625543041,0.4854443896373814,0.23565625543040974
632,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,12,0.09593006847539792,0.30972579562477176,0.0959300684753979
633,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,13,0.3243382796806051,0.5695070497198477,0.3243382796806051
634,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,14,0.11211995010209137,0.3348431723987983,0.11211995010209135
635,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,15,0.07507449710377481,0.27399725747491505,0.07507449710377488
636,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,16,0.09900650372457885,0.3146529893781066,0.09900650372457886
637,B_vs_B,B_vs_B,rat0313,rat0314,rat0313__rat0314,17,0.06935999888293766,0.2633628654213378,0.06935999888293767
