source_csv,mean_nearest_neighbor_preservation,nearest_neighbor_shuffle_p,mean_graph_edge_agreement,mean_graph_edge_jaccard,graph_similarity_shuffle_p,mean_nonadjacent_minus_adjacent,sem_nonadjacent_minus_adjacent,adjacent_vs_nonadjacent_paired_t_p,adjacent_vs_nonadjacent_wilcoxon_p,sequential_shuffle_p
/Users/Hannah/Programming/Hannahs-CEBRAs/geometry/procrustes_disparity_outputs/cross_rat_mean_ab/cross_rat_mean_ab_procrustes_2026-05-08_13-17-30.csv,0.72,0.001996007984031936,0.9199999999999999,0.8,0.001996007984031936,1.044916836867365,0.07864313097671506,0.0001854567766788031,0.0625,0.001996007984031936
