metric,raw_mean,raw_sem,cebra_mean,cebra_sem,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,n_ordered_pairs
accuracy,0.3306122448979592,0.02074664100948699,0.37474116028911564,0.012107945845397277,-1.8102011635102346,0.08611036859271719,59.0,0.08969497680664062,20
balanced_accuracy,0.3306122448979592,0.020746641009486987,0.37474116028911564,0.012107945845397277,-1.8102011635102346,0.08611036859271719,59.0,0.08969497680664062,20
accuracy_effect_over_shuffle,1.9546641550202377,0.30880207841386437,2.6930004148297533,0.07183113076294817,-2.289717863051794,0.033653721484416615,51.0,0.04405403137207031,20
balanced_accuracy_effect_over_shuffle,1.9546641550202382,0.3088020784138643,2.693000414829753,0.0718311307629482,-2.289717863051793,0.033653721484416664,51.0,0.04405403137207031,20
