rat_id,environment,task_bin,x,y,z,dim1,dim2,dim3
rat0222,A,1.0,-0.4862084112529222,-1.74479600178922,-0.9636481195445418,-0.4862084112529222,-1.74479600178922,-0.9636481195445418
rat0222,A,2.0,-1.6244871363386526,0.37631069388823984,-0.47272287653896505,-1.6244871363386526,0.37631069388823984,-0.47272287653896505
rat0222,A,3.0,0.06775794332174742,1.2553855339406803,1.0611674466411039,0.06775794332174742,1.2553855339406803,1.0611674466411039
rat0222,A,4.0,0.8925216068492222,-0.2838091554612444,1.3390031343971198,0.8925216068492222,-0.2838091554612444,1.3390031343971198
rat0222,A,5.0,1.1504159974206043,0.3969089294215434,-0.9637995849547168,1.1504159974206043,0.3969089294215434,-0.9637995849547168
rat0222,B,1.0,-0.6155737573891489,-0.4108624633322388,-0.5407717641796329,-0.6155737573891489,-0.4108624633322388,-0.5407717641796329
rat0222,B,2.0,-1.8655475079959383,-0.21693846178231718,-0.2666640552726309,-1.8655475079959383,-0.21693846178231718,-0.2666640552726309
rat0222,B,3.0,-0.20897498605554868,0.6753438235345837,0.6079645751924624,-0.20897498605554868,0.6753438235345837,0.6079645751924624
rat0222,B,4.0,0.9685286777695561,0.09746279509926364,0.2940994540907627,0.9685286777695561,0.09746279509926364,0.2940994540907627
rat0222,B,5.0,1.7215675736710783,-0.14500569351929243,-0.09462820983096111,1.7215675736710783,-0.14500569351929243,-0.09462820983096111
rat0307,A,1.0,-0.8466957877598965,-0.3227948466356925,-0.6658996299465952,-0.8466957877598965,-0.3227948466356925,-0.6658996299465952
rat0307,A,2.0,-0.40393860779418106,-0.052521217886163415,-0.28129033807103737,-0.40393860779418106,-0.052521217886163415,-0.28129033807103737
rat0307,A,3.0,-1.06850268651464,0.613057452095573,0.7997123953869564,-1.06850268651464,0.613057452095573,0.7997123953869564
rat0307,A,4.0,1.388879324736389,0.1990368797486169,0.6530839118169854,1.388879324736389,0.1990368797486169,0.6530839118169854
rat0307,A,5.0,0.9302577573323275,-0.43677826732233477,-0.5056063391863096,0.9302577573323275,-0.43677826732233477,-0.5056063391863096
rat0307,B,1.0,-0.4150593630143197,-0.7695549309730769,-0.552033963028464,-0.4150593630143197,-0.7695549309730769,-0.552033963028464
rat0307,B,2.0,-1.759141539036977,0.23191556359699197,-0.2379226839897759,-1.759141539036977,0.23191556359699197,-0.2379226839897759
rat0307,B,3.0,-0.24463682545410542,0.29138949250477747,0.9496305991773436,-0.24463682545410542,0.29138949250477747,0.9496305991773436
rat0307,B,4.0,0.6951419786548333,0.22681683769994923,1.140398647975047,0.6951419786548333,0.22681683769994923,1.140398647975047
rat0307,B,5.0,1.7236957488505678,0.019433037171357123,-1.3000726001341507,1.7236957488505678,0.019433037171357123,-1.3000726001341507
rat0313,A,1.0,-0.7642677144176236,-1.1489491908878136,-0.38359383937869346,-0.7642677144176236,-1.1489491908878136,-0.38359383937869346
rat0313,A,2.0,-0.7806865742543562,0.30908471747173516,0.3577860177689741,-0.7806865742543562,0.30908471747173516,0.3577860177689741
rat0313,A,3.0,-0.7746195199616162,0.2467046109121389,0.5252089409255759,-0.7746195199616162,0.2467046109121389,0.5252089409255759
rat0313,A,4.0,0.4299900232306935,0.23420217344674238,0.10952296037267063,0.4299900232306935,0.23420217344674238,0.10952296037267063
rat0313,A,5.0,1.8895837854029016,0.35895768905719594,-0.6089240796885275,1.8895837854029016,0.35895768905719594,-0.6089240796885275
rat0313,B,1.0,-0.5744018265493676,-0.3157895089892551,-0.3436430586620756,-0.5744018265493676,-0.3157895089892551,-0.3436430586620756
rat0313,B,2.0,-1.351178879615339,-0.29230841348448894,0.33509693928815226,-1.351178879615339,-0.29230841348448894,0.33509693928815226
rat0313,B,3.0,-0.29217121666479895,0.48190338450091663,0.17541590434773188,-0.29217121666479895,0.48190338450091663,0.17541590434773188
rat0313,B,4.0,0.22588993735368115,-0.18310532099021468,0.6890969077952326,0.22588993735368115,-0.18310532099021468,0.6890969077952326
rat0313,B,5.0,1.991861985475823,0.30929985896304113,-0.8559666927690409,1.991861985475823,0.30929985896304113,-0.8559666927690409
rat0314,A,1.0,-1.1404509838187014,-0.467905644932912,-0.7906763544084061,-1.1404509838187014,-0.467905644932912,-0.7906763544084061
rat0314,A,2.0,-1.1881747312167217,-0.44287807615997865,-0.7456223340823148,-1.1881747312167217,-0.44287807615997865,-0.7456223340823148
rat0314,A,3.0,-0.04460387163376441,0.35927661470440897,0.5674890236897759,-0.04460387163376441,0.35927661470440897,0.5674890236897759
rat0314,A,4.0,1.3869936683889859,0.47001834811966947,0.8867182530388106,1.3869936683889859,0.47001834811966947,0.8867182530388106
rat0314,A,5.0,0.9862359182801999,0.08148875826881084,0.08209141176213457,0.9862359182801999,0.08148875826881084,0.08209141176213457
rat0314,B,1.0,-0.48715932310772225,-0.754427376971327,-0.8463006307556997,-0.48715932310772225,-0.754427376971327,-0.8463006307556997
rat0314,B,2.0,-1.3111822034967553,0.11969687833147181,-0.017787801851756255,-1.3111822034967553,0.11969687833147181,-0.017787801851756255
rat0314,B,3.0,-0.6979875275625784,0.9515237453423754,1.0878868282679264,-0.6979875275625784,0.9515237453423754,1.0878868282679264
rat0314,B,4.0,0.8904592168862422,0.028656154039872764,1.0215069563578099,0.8904592168862422,0.028656154039872764,1.0215069563578099
rat0314,B,5.0,1.6058698372808127,-0.3454494007423942,-1.2453053520182804,1.6058698372808127,-0.3454494007423942,-1.2453053520182804
rat0816,A,1.0,-1.100915960641573,-0.7821376059467753,-1.0928568775257974,-1.100915960641573,-0.7821376059467753,-1.0928568775257974
rat0816,A,2.0,-1.1604536691704304,-0.23758840053199723,-0.525041276545719,-1.1604536691704304,-0.23758840053199723,-0.525041276545719
rat0816,A,3.0,-0.23535505366449996,0.5471331942042669,0.6817752330546972,-0.23535505366449996,0.5471331942042669,0.6817752330546972
rat0816,A,4.0,1.441613087925002,0.5763235184701361,0.9084326378336535,1.441613087925002,0.5763235184701361,0.9084326378336535
rat0816,A,5.0,1.0551115955515005,-0.1037307061956314,0.027690283183165697,1.0551115955515005,-0.1037307061956314,0.027690283183165697
rat0816,B,1.0,-0.8290595354593507,-0.29690000450514925,-0.37224671746345933,-0.8290595354593507,-0.29690000450514925,-0.37224671746345933
rat0816,B,2.0,-0.9914029402770107,-0.2921505266032549,0.17823581443235517,-0.9914029402770107,-0.2921505266032549,0.17823581443235517
rat0816,B,3.0,-0.6035823828393909,0.2942276715405556,0.4832354990199698,-0.6035823828393909,0.2942276715405556,0.4832354990199698
rat0816,B,4.0,0.4947459422572568,0.1433806526257628,0.6257395897052183,0.4947459422572568,0.1433806526257628,0.6257395897052183
rat0816,B,5.0,1.9292989163184946,0.1514422069420846,-0.9149641856940837,1.9292989163184946,0.1514422069420846,-0.9149641856940837
