observation_id,rat_left,rat_right,rat_pair,comparison,comparison_family,model_run,rReal
590,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,10,0.309090909090909
591,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,11,0.6848484848484848
592,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,12,0.41818181818181815
593,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,13,0.24848484848484845
594,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,14,0.7212121212121211
595,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,15,0.6242424242424242
596,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,16,0.5636363636363636
597,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,17,0.5151515151515151
598,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,18,0.7212121212121211
599,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,19,0.7939393939393938
600,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,0,0.5515151515151515
601,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,1,0.6242424242424242
602,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,2,0.9272727272727272
603,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,3,0.6606060606060605
604,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,4,0.5151515151515151
605,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,5,0.7333333333333332
606,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,6,0.9151515151515152
607,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,7,0.35757575757575755
608,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,8,0.5393939393939393
609,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,9,0.41818181818181815
610,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,10,0.8787878787878788
611,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,11,0.5757575757575757
612,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,12,0.8787878787878788
613,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,13,0.5030303030303029
614,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,14,0.8787878787878788
615,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,15,0.3696969696969697
616,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,16,0.41818181818181815
617,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,17,0.8545454545454544
618,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,18,0.5515151515151515
619,rat0313,rat0314,rat0313__rat0314,B_vs_A,A_vs_B,19,0.2121212121212121
620,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,0,0.2606060606060606
621,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,1,0.709090909090909
622,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,2,0.7696969696969697
623,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,3,0.5393939393939393
624,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,4,0.0303030303030303
625,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,5,0.41818181818181815
626,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,6,0.6
627,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,7,0.7212121212121211
628,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,8,0.8545454545454544
629,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,9,0.5393939393939393
630,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,10,0.5878787878787878
631,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,11,0.5636363636363636
632,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,12,0.7333333333333332
633,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,13,0.06666666666666665
634,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,14,0.8060606060606059
635,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,15,0.6727272727272726
636,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,16,0.4545454545454545
637,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,17,0.8666666666666665
638,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,18,0.5878787878787878
639,rat0313,rat0314,rat0313__rat0314,B_vs_B,B_vs_B,19,0.4666666666666666
640,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,0,0.9757575757575757
641,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,1,0.7212121212121211
642,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,2,0.9515151515151514
643,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,3,0.9515151515151514
644,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,4,0.6727272727272726
645,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,5,0.9030303030303028
646,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,6,0.7575757575757575
647,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,7,0.7818181818181817
648,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,8,0.8303030303030302
649,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,9,0.5393939393939393
650,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,10,0.8303030303030302
651,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,11,0.6606060606060605
652,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,12,0.23636363636363633
653,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,13,0.5151515151515151
654,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,14,0.8666666666666665
655,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,15,0.6121212121212121
656,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,16,0.9151515151515152
657,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,17,0.6
658,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,18,0.4666666666666666
659,rat0313,rat0816,rat0313__rat0816,A_vs_A,A_vs_A,19,0.8060606060606059
660,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,0,0.8060606060606059
661,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,1,0.7212121212121211
662,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,2,0.8545454545454544
663,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,3,0.5030303030303029
664,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,4,0.6242424242424242
665,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,5,0.5878787878787878
666,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,6,0.41818181818181815
667,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,7,0.4545454545454545
668,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,8,0.8787878787878788
669,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,9,0.7575757575757575
670,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,10,0.33333333333333326
671,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,11,0.43030303030303024
672,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,12,0.7333333333333332
673,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,13,0.8303030303030302
674,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,14,0.7212121212121211
675,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,15,0.9272727272727272
676,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,16,0.7454545454545454
677,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,17,0.0303030303030303
678,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,18,0.5636363636363636
679,rat0313,rat0816,rat0313__rat0816,A_vs_B,A_vs_B,19,0.5636363636363636
680,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,0,0.406060606060606
681,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,1,0.8787878787878788
682,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,2,0.8303030303030302
683,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,3,0.4545454545454545
684,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,4,0.5393939393939393
685,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,5,0.5515151515151515
686,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,6,0.9393939393939393
687,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,7,0.8545454545454544
688,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,8,0.5878787878787878
689,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,9,0.9757575757575757
690,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,10,0.9393939393939393
691,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,11,0.6484848484848483
692,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,12,0.6121212121212121
693,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,13,0.9030303030303028
694,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,14,0.5515151515151515
695,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,15,0.9151515151515152
696,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,16,0.9757575757575757
697,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,17,0.7939393939393938
698,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,18,0.5272727272727272
699,rat0313,rat0816,rat0313__rat0816,B_vs_A,A_vs_B,19,0.6121212121212121
700,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,0,0.22424242424242422
701,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,1,0.8060606060606059
702,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,2,0.8424242424242423
703,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,3,0.8666666666666665
704,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,4,0.709090909090909
705,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,5,0.9030303030303028
706,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,6,0.6484848484848483
707,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,7,0.49090909090909085
708,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,8,0.5878787878787878
709,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,9,0.9393939393939393
710,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,10,0.4545454545454545
711,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,11,0.7454545454545454
712,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,12,0.4545454545454545
713,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,13,0.8666666666666665
714,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,14,0.4424242424242424
715,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,15,0.7575757575757575
716,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,16,0.6969696969696969
717,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,17,0.29696969696969694
718,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,18,0.6363636363636362
719,rat0313,rat0816,rat0313__rat0816,B_vs_B,B_vs_B,19,0.8181818181818182
720,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,0,0.8181818181818182
721,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,1,0.7333333333333332
722,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,2,0.8787878787878788
723,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,3,0.38181818181818183
724,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,4,0.6848484848484848
725,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,5,0.2606060606060606
726,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,6,0.9515151515151514
727,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,7,0.49090909090909085
728,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,8,0.7575757575757575
729,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,9,0.4424242424242424
730,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,10,0.8060606060606059
731,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,11,0.3696969696969697
732,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,12,0.709090909090909
733,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,13,0.709090909090909
734,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,14,0.7939393939393938
735,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,15,0.43030303030303024
736,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,16,0.4424242424242424
737,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,17,0.9515151515151514
738,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,18,0.5151515151515151
739,rat0314,rat0816,rat0314__rat0816,A_vs_A,A_vs_A,19,0.8303030303030302
740,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,0,0.7696969696969697
741,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,1,0.5515151515151515
742,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,2,0.9030303030303028
743,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,3,0.6969696969696969
744,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,4,0.9272727272727272
745,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,5,0.6242424242424242
746,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,6,0.4787878787878787
747,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,7,0.5515151515151515
748,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,8,0.6
749,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,9,0.5393939393939393
750,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,10,0.5151515151515151
751,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,11,0.5030303030303029
752,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,12,0.2121212121212121
753,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,13,0.3696969696969697
754,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,14,0.6969696969696969
755,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,15,0.7333333333333332
756,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,16,0.7696969696969697
757,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,17,0.6242424242424242
758,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,18,0.6606060606060605
759,rat0314,rat0816,rat0314__rat0816,A_vs_B,A_vs_B,19,0.4666666666666666
760,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,0,0.49090909090909085
761,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,1,0.6606060606060605
762,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,2,0.3696969696969697
763,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,3,0.17575757575757575
764,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,4,0.3939393939393939
765,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,5,0.4545454545454545
766,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,6,0.709090909090909
767,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,7,0.7333333333333332
768,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,8,0.8060606060606059
769,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,9,0.5272727272727272
770,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,10,0.41818181818181815
771,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,11,0.6242424242424242
772,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,12,0.6727272727272726
773,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,13,0.04242424242424241
774,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,14,0.709090909090909
775,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,15,0.8666666666666665
776,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,16,0.5030303030303029
777,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,17,0.5757575757575757
778,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,18,0.12727272727272726
779,rat0314,rat0816,rat0314__rat0816,B_vs_A,A_vs_B,19,0.7696969696969697
780,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,0,0.6484848484848483
781,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,1,0.7454545454545454
782,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,2,0.5272727272727272
783,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,3,0.5636363636363636
784,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,4,0.4787878787878787
785,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,5,0.33333333333333326
786,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,6,0.7696969696969697
787,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,7,0.2727272727272727
788,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,8,0.6606060606060605
789,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,9,0.6
790,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,10,0.6848484848484848
791,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,11,0.309090909090909
792,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,12,0.13939393939393938
793,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,13,0.06666666666666665
794,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,14,0.7939393939393938
795,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,15,0.7454545454545454
796,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,16,0.6242424242424242
797,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,17,0.2606060606060606
798,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,18,0.2121212121212121
799,rat0314,rat0816,rat0314__rat0816,B_vs_B,B_vs_B,19,0.6242424242424242
