observation_id,rat_left,rat_right,rat_pair,comparison,comparison_family,model_run,rReal
293,rat0222,rat0816,rat0222__rat0816,B_vs_A,A_vs_B,13,0.5757575757575757
294,rat0222,rat0816,rat0222__rat0816,B_vs_A,A_vs_B,14,0.5757575757575757
295,rat0222,rat0816,rat0222__rat0816,B_vs_A,A_vs_B,15,0.12727272727272726
296,rat0222,rat0816,rat0222__rat0816,B_vs_A,A_vs_B,16,0.8545454545454544
297,rat0222,rat0816,rat0222__rat0816,B_vs_A,A_vs_B,17,0.9030303030303028
298,rat0222,rat0816,rat0222__rat0816,B_vs_A,A_vs_B,18,0.5030303030303029
299,rat0222,rat0816,rat0222__rat0816,B_vs_A,A_vs_B,19,0.5636363636363636
300,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,0,0.8303030303030302
301,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,1,0.7454545454545454
302,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,2,0.8909090909090909
303,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,3,0.709090909090909
304,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,4,0.6727272727272726
305,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,5,0.6606060606060605
306,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,6,0.5030303030303029
307,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,7,0.709090909090909
308,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,8,0.9030303030303028
309,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,9,0.4545454545454545
310,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,10,0.6363636363636362
311,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,11,-0.22424242424242422
312,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,12,0.12727272727272726
313,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,13,0.8787878787878788
314,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,14,0.7939393939393938
315,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,15,0.5272727272727272
316,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,16,0.8545454545454544
317,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,17,0.4545454545454545
318,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,18,0.7333333333333332
319,rat0222,rat0816,rat0222__rat0816,B_vs_B,B_vs_B,19,0.5757575757575757
320,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,0,0.6242424242424242
321,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,1,0.9151515151515152
322,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,2,0.6848484848484848
323,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,3,0.9272727272727272
324,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,4,0.8909090909090909
325,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,5,0.8424242424242423
326,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,6,0.9272727272727272
327,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,7,0.7454545454545454
328,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,8,0.5151515151515151
329,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,9,0.43030303030303024
330,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,10,0.8666666666666665
331,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,11,0.49090909090909085
332,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,12,0.5515151515151515
333,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,13,0.006060606060606061
334,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,14,0.8060606060606059
335,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,15,0.19999999999999998
336,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,16,0.8666666666666665
337,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,17,0.7818181818181817
338,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,18,0.6848484848484848
339,rat0307,rat0313,rat0307__rat0313,A_vs_A,A_vs_A,19,0.7212121212121211
340,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,0,0.33333333333333326
341,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,1,0.9757575757575757
342,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,2,0.6848484848484848
343,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,3,0.4666666666666666
344,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,4,0.5272727272727272
345,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,5,0.8666666666666665
346,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,6,0.9636363636363635
347,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,7,0.6848484848484848
348,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,8,0.3696969696969697
349,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,9,0.7333333333333332
350,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,10,0.9515151515151514
351,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,11,0.8424242424242423
352,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,12,0.6606060606060605
353,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,13,0.5030303030303029
354,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,14,0.4424242424242424
355,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,15,0.4787878787878787
356,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,16,0.8909090909090909
357,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,17,0.6848484848484848
358,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,18,0.8303030303030302
359,rat0307,rat0313,rat0307__rat0313,A_vs_B,A_vs_B,19,0.6727272727272726
360,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,0,-0.1515151515151515
361,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,1,0.33333333333333326
362,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,2,0.6121212121212121
363,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,3,0.6363636363636362
364,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,4,0.6727272727272726
365,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,5,-0.006060606060606061
366,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,6,-0.10303030303030303
367,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,7,0.6848484848484848
368,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,8,0.5393939393939393
369,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,9,0.6606060606060605
370,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,10,0.4666666666666666
371,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,11,0.06666666666666665
372,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,12,0.7212121212121211
373,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,13,0.006060606060606061
374,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,14,0.7212121212121211
375,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,15,0.09090909090909088
376,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,16,0.06666666666666665
377,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,17,0.0303030303030303
378,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,18,0.309090909090909
379,rat0307,rat0313,rat0307__rat0313,B_vs_A,A_vs_B,19,-0.22424242424242422
380,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,0,-0.09090909090909088
381,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,1,0.5151515151515151
382,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,2,0.9272727272727272
383,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,3,0.29696969696969694
384,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,4,0.7333333333333332
385,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,5,-0.006060606060606061
386,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,6,0.2121212121212121
387,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,7,0.8181818181818182
388,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,8,0.34545454545454546
389,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,9,0.8181818181818182
390,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,10,0.709090909090909
391,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,11,0.5393939393939393
392,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,12,0.22424242424242422
393,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,13,0.41818181818181815
394,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,14,0.8181818181818182
395,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,15,0.43030303030303024
396,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,16,0.09090909090909088
397,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,17,0.24848484848484845
398,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,18,0.5151515151515151
399,rat0307,rat0313,rat0307__rat0313,B_vs_B,B_vs_B,19,-0.12727272727272726
400,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,0,0.309090909090909
401,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,1,0.6
402,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,2,0.7818181818181817
403,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,3,0.5030303030303029
404,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,4,0.5757575757575757
405,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,5,0.5757575757575757
406,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,6,0.9151515151515152
407,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,7,0.5878787878787878
408,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,8,0.8060606060606059
409,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,9,0.6242424242424242
410,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,10,0.7818181818181817
411,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,11,0.5515151515151515
412,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,12,0.6606060606060605
413,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,13,0.7939393939393938
414,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,14,0.709090909090909
415,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,15,0.06666666666666665
416,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,16,0.309090909090909
417,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,17,0.8787878787878788
418,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,18,0.406060606060606
419,rat0307,rat0314,rat0307__rat0314,A_vs_A,A_vs_A,19,0.6606060606060605
420,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,0,-0.2121212121212121
421,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,1,0.7939393939393938
422,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,2,0.5757575757575757
423,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,3,0.32121212121212117
424,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,4,0.22424242424242422
425,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,5,0.4787878787878787
426,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,6,0.5272727272727272
427,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,7,0.5515151515151515
428,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,8,0.6121212121212121
429,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,9,0.6848484848484848
430,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,10,0.38181818181818183
431,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,11,0.5151515151515151
432,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,12,0.5272727272727272
433,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,13,-0.07878787878787878
434,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,14,0.43030303030303024
435,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,15,0.3939393939393939
436,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,16,0.34545454545454546
437,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,17,0.41818181818181815
438,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,18,0.22424242424242422
439,rat0307,rat0314,rat0307__rat0314,A_vs_B,A_vs_B,19,0.6484848484848483
440,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,0,0.01818181818181818
441,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,1,0.4666666666666666
442,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,2,0.8787878787878788
443,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,3,0.5757575757575757
444,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,4,0.04242424242424241
445,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,5,0.10303030303030303
446,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,6,0.29696969696969694
447,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,7,0.5393939393939393
448,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,8,0.41818181818181815
449,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,9,0.2606060606060606
450,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,10,0.6121212121212121
451,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,11,0.2606060606060606
452,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,12,0.18787878787878787
453,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,13,0.5030303030303029
454,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,14,0.7696969696969697
455,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,15,0.12727272727272726
456,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,16,0.28484848484848485
457,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,17,0.05454545454545454
458,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,18,0.32121212121212117
459,rat0307,rat0314,rat0307__rat0314,B_vs_A,A_vs_B,19,-0.32121212121212117
460,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,0,-0.19999999999999998
461,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,1,0.29696969696969694
462,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,2,0.8303030303030302
463,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,3,0.2606060606060606
464,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,4,-0.3939393939393939
465,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,5,-0.16363636363636364
466,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,6,0.4787878787878787
467,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,7,0.5636363636363636
468,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,8,0.4666666666666666
469,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,9,0.24848484848484845
470,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,10,0.3696969696969697
471,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,11,0.5757575757575757
472,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,12,0.12727272727272726
473,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,13,-0.01818181818181818
474,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,14,0.9151515151515152
475,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,15,0.10303030303030303
476,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,16,0.23636363636363633
477,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,17,0.17575757575757575
478,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,18,0.19999999999999998
479,rat0307,rat0314,rat0307__rat0314,B_vs_B,B_vs_B,19,-0.2727272727272727
480,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,0,0.5636363636363636
481,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,1,0.8424242424242423
482,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,2,0.6606060606060605
483,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,3,0.9757575757575757
484,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,4,0.709090909090909
485,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,5,0.7333333333333332
486,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,6,0.8909090909090909
487,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,7,0.6606060606060605
488,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,8,0.7818181818181817
489,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,9,0.7212121212121211
490,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,10,0.9757575757575757
491,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,11,0.5272727272727272
492,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,12,0.6363636363636362
493,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,13,0.6606060606060605
494,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,14,0.7454545454545454
495,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,15,0.4545454545454545
496,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,16,0.8303030303030302
497,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,17,0.9151515151515152
498,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,18,0.7575757575757575
499,rat0307,rat0816,rat0307__rat0816,A_vs_A,A_vs_A,19,0.8666666666666665
500,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,0,0.2606060606060606
501,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,1,0.8303030303030302
502,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,2,0.8181818181818182
503,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,3,0.6121212121212121
504,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,4,0.6969696969696969
505,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,5,0.8787878787878788
506,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,6,0.5151515151515151
507,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,7,0.5151515151515151
508,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,8,0.5757575757575757
509,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,9,0.8181818181818182
510,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,10,0.3696969696969697
511,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,11,0.9515151515151514
512,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,12,0.17575757575757575
513,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,13,0.22424242424242422
514,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,14,0.6363636363636362
515,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,15,0.2727272727272727
516,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,16,0.5151515151515151
517,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,17,0.4666666666666666
518,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,18,0.6727272727272726
519,rat0307,rat0816,rat0307__rat0816,A_vs_B,A_vs_B,19,0.8787878787878788
520,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,0,-0.09090909090909088
521,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,1,0.6121212121212121
522,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,2,0.709090909090909
523,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,3,0.7333333333333332
524,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,4,0.09090909090909088
525,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,5,-0.34545454545454546
526,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,6,0.38181818181818183
527,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,7,0.9030303030303028
528,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,8,0.4666666666666666
529,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,9,0.7575757575757575
530,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,10,0.6606060606060605
531,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,11,0.5151515151515151
532,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,12,0.01818181818181818
533,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,13,0.6606060606060605
534,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,14,0.6727272727272726
535,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,15,0.28484848484848485
536,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,16,0.13939393939393938
537,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,17,0.09090909090909088
538,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,18,0.2606060606060606
539,rat0307,rat0816,rat0307__rat0816,B_vs_A,A_vs_B,19,-0.10303030303030303
540,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,0,0.07878787878787878
541,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,1,0.6848484848484848
542,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,2,0.8060606060606059
543,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,3,0.34545454545454546
544,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,4,0.28484848484848485
545,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,5,-0.04242424242424241
546,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,6,0.22424242424242422
547,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,7,0.8181818181818182
548,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,8,0.5878787878787878
549,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,9,0.7333333333333332
550,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,10,0.5393939393939393
551,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,11,0.18787878787878787
552,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,12,0.6
553,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,13,0.06666666666666665
554,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,14,0.6727272727272726
555,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,15,0.22424242424242422
556,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,16,0.19999999999999998
557,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,17,-0.4545454545454545
558,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,18,0.18787878787878787
559,rat0307,rat0816,rat0307__rat0816,B_vs_B,B_vs_B,19,0.04242424242424241
560,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,0,0.7454545454545454
561,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,1,0.34545454545454546
562,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,2,0.7818181818181817
563,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,3,0.35757575757575755
564,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,4,0.5030303030303029
565,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,5,0.28484848484848485
566,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,6,0.7575757575757575
567,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,7,0.4545454545454545
568,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,8,0.5151515151515151
569,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,9,0.4787878787878787
570,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,10,0.8181818181818182
571,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,11,0.5636363636363636
572,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,12,0.5636363636363636
573,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,13,0.3939393939393939
574,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,14,0.9030303030303028
575,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,15,0.7939393939393938
576,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,16,0.5272727272727272
577,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,17,0.6363636363636362
578,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,18,0.41818181818181815
579,rat0313,rat0314,rat0313__rat0314,A_vs_A,A_vs_A,19,0.7696969696969697
580,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,0,0.4545454545454545
581,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,1,0.6121212121212121
582,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,2,0.33333333333333326
583,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,3,0.2121212121212121
584,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,4,0.17575757575757575
585,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,5,0.38181818181818183
586,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,6,0.32121212121212117
587,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,7,0.5393939393939393
588,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,8,0.7454545454545454
589,rat0313,rat0314,rat0313__rat0314,A_vs_B,A_vs_B,9,0.41818181818181815
